collision_count,executed_path_length,execution_steps,failed_planner_calls,failure_reason,final_goal_distance,maximum_planning_time_s,planner,planner_artificial_obstacles_inserted,planner_backtrack_failed,planner_backtrack_tries,planner_blocked_edges,planner_blocked_steps,planner_changed_cells,planner_changed_edges,planner_collision_checks,planner_expanded_nodes,planner_iterations,planner_map_update_time_s,planner_max_active_virtual_obstacles,planner_nodes,planner_path_cost,planner_path_reuse_ratio,planner_planning_effort,planner_recovery_events,planner_repair_events,planner_samples,planner_search_time_s,planner_selection_changes_due_to_midpoint_checking,planner_state_reused,planner_unique_midpoint_rejections,planner_updated_vertices,planner_virtual_obstacles_created,planning_calls,replans,scenario,seed,sensed_obstacle_ratio,success,total_planning_time_s
0,41.40000000000012,414,1,,0.4713313794554031,0.11845847699987644,r2apf,2,False,1,,0,,,,,,,2,,,0.16666666666666666,332.0,2,1,,,3,,12,,2,9,9,A,5048,0.4875,True,0.5579661859965199
0,69.17319275533048,694,10,,0.47400784673916374,0.26037924899992504,r2apf,23,False,10,,0,,,,,,,23,,,0.27871017871017867,613.0,23,13,,,7,,32,,23,23,23,A,5049,0.4625,True,1.8145117650010434
0,61.96137804978504,623,9,,0.4345670731689978,0.3223888669999724,r2apf,17,False,9,,0,,,,,,,17,,,0.4329906204906205,599.0,17,8,,,6,,12,,17,22,22,A,5050,0.5875,True,1.9785135089987307
0,42.200000000000216,422,1,,0.4113300533810793,0.11510935699971014,r2apf,5,False,1,,0,,,,,,,5,,,0.2579365079365079,315.0,5,4,,,1,,2,,5,8,8,A,5051,0.375,True,0.5009780689997569
0,42.5000000000002,425,1,,0.43913095275218156,0.1302868809998472,r2apf,3,False,1,,0,,,,,,,3,,,0.25,774.0,3,2,,,7,,19,,3,19,19,A,5052,0.5375,True,1.3950321690008423
0,38.20000000000018,382,0,,0.4503156846042617,0.07711345699954109,r2apf,0,False,0,,0,,,,,,,0,,,,222.0,0,0,,,1,,4,,0,6,6,A,5053,0.4125,True,0.3723954849983784
0,39.70000000000018,397,0,,0.4608018995703793,0.08775092699943343,r2apf,2,False,0,,0,,,,,,,2,,,0.16666666666666666,482.0,2,2,,,2,,9,,2,11,11,A,5054,0.4375,True,0.6042910799988022
0,36.70000000000007,367,0,,0.479943169231122,0.09323746199970628,r2apf,0,False,0,,0,,,,,,,0,,,,254.0,0,0,,,0,,1,,0,5,5,A,5055,0.4125,True,0.21944947700012563
0,37.90000000000013,379,0,,0.47343740555371766,0.07607590099996742,r2apf,0,False,0,,0,,,,,,,0,,,,286.0,0,0,,,3,,6,,0,6,6,A,5056,0.3875,True,0.2920031370003926
0,49.139269040931865,493,3,,0.4778200127404653,0.14242898199972842,r2apf,7,False,3,,0,,,,,,,7,,,0.3666666666666667,512.0,7,4,,,4,,7,,7,14,14,A,5057,0.5,True,1.0558605579990399
0,43.20000000000014,432,1,,0.4244747734184613,0.127342968999983,r2apf,5,False,1,,0,,,,,,,5,,,0.21309523809523812,350.0,5,4,,,2,,6,,5,10,10,A,5058,0.5,True,0.7943932750004024
0,44.072627232350314,441,2,,0.431537585854602,0.12717527099994186,r2apf,3,False,2,,0,,,,,,,3,,,0.5333333333333333,355.0,3,1,,,1,,3,,3,10,10,A,5059,0.4125,True,0.44635678899976483
0,40.700000000000166,407,0,,0.44485287018521813,0.12246842199965613,r2apf,2,False,0,,0,,,,,,,2,,,0.23809523809523808,490.0,2,2,,,2,,15,,2,11,11,A,5060,0.475,True,0.6982026180003231
0,37.50000000000012,375,0,,0.4582983371427945,0.0789243589997568,r2apf,0,False,0,,0,,,,,,,0,,,,149.0,0,0,,,0,,1,,0,4,4,A,5061,0.4375,True,0.20181018899893388
0,36.20000000000023,362,0,,0.4985256739791557,0.0741792839999107,r2apf,0,False,0,,0,,,,,,,0,,,,122.0,0,0,,,4,,8,,0,4,4,A,5062,0.425,True,0.2139874670001518
